2026-02-10 19:29:40 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 21:34:52 | INFO | fe60d949-6b81-420c-81ef-384f2d4ba997 | anonymous | GET /api/v1/terminal/auto/instances | 401 | 19.99ms | GET /api/v1/terminal/auto/instances - 401 - 19.99ms
2026-02-10 21:34:52 | INFO | 2ef6e76e-b64e-4d00-af10-8310d6d5a8ae | anonymous | GET /api/v1/terminal/auto/instances | 401 | 1.74ms | GET /api/v1/terminal/auto/instances - 401 - 1.74ms
2026-02-10 21:34:52 | INFO | 726b7976-c2ee-4021-961b-95c4aa47b998 | anonymous | GET /api/v1/terminal/auto/instances | 401 | 2.68ms | GET /api/v1/terminal/auto/instances - 401 - 2.68ms
2026-02-10 21:34:52 | INFO | ce79d920-ed91-425b-96aa-2a82a31271b3 | anonymous | GET /api/v1/terminal/auto/instances | 401 | 3.74ms | GET /api/v1/terminal/auto/instances - 401 - 3.74ms
2026-02-10 21:35:34 | INFO | b388080f-0207-4208-9b1d-5b393ece435b | anonymous | POST /api/v1/terminal/auto/deploy | 401 | 2.07ms | POST /api/v1/terminal/auto/deploy - 401 - 2.07ms
2026-02-10 21:35:41 | INFO | 0c3f1957-b714-435d-b550-5608680aa9e1 | anonymous | POST /api/v1/terminal/auto/logout | 401 | 0.94ms | POST /api/v1/terminal/auto/logout - 401 - 0.94ms
2026-02-10 21:35:53 | INFO | ef9900e2-7060-482c-9b36-03250adfe155 | anonymous | OPTIONS /api/v1/auth/login | 200 | 0.26ms | OPTIONS /api/v1/auth/login - 200 - 0.26ms
2026-02-10 21:35:53 | INFO | ee8b0bfb-4449-4830-bc13-e4be5f24b96a | anonymous | POST /api/v1/auth/login | 200 | 215.94ms | POST /api/v1/auth/login - 200 - 215.94ms
2026-02-10 21:35:54 | ERROR | unknown | 2 | - /api/v1/terminal/auto/instances | - | -ms | Database error: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum instancestatus: "DEAD"
[SQL: SELECT trading_instances.id, trading_instances.user_id, trading_instances.script, trading_instances.markets, trading_instances.config, trading_instances.status, trading_instances.position, trading_instances.pnl, trading_instances.celery_task_id, trading_instances.start_time, trading_instances.orderbook_data, trading_instances.current_increment, trading_instances.created_at, trading_instances.updated_at 
FROM trading_instances 
WHERE trading_instances.user_id = $1::INTEGER AND trading_instances.status != $2::instancestatus ORDER BY trading_instances.created_at DESC]
[parameters: (2, 'DEAD')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-10 21:35:54 | INFO | 29f995f7-db77-48c9-a450-4c3919550980 | 2 | GET /api/v1/terminal/auto/instances | 500 | 116.5ms | GET /api/v1/terminal/auto/instances - 500 - 116.5ms
2026-02-10 21:35:54 | ERROR | unknown | 2 | - /api/v1/terminal/auto/instances | - | -ms | Database error: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum instancestatus: "DEAD"
[SQL: SELECT trading_instances.id, trading_instances.user_id, trading_instances.script, trading_instances.markets, trading_instances.config, trading_instances.status, trading_instances.position, trading_instances.pnl, trading_instances.celery_task_id, trading_instances.start_time, trading_instances.orderbook_data, trading_instances.current_increment, trading_instances.created_at, trading_instances.updated_at 
FROM trading_instances 
WHERE trading_instances.user_id = $1::INTEGER AND trading_instances.status != $2::instancestatus ORDER BY trading_instances.created_at DESC]
[parameters: (2, 'DEAD')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-10 21:35:54 | INFO | 976305e9-6677-4888-a626-a60dd9e8b1d4 | 2 | GET /api/v1/terminal/auto/instances | 500 | 3.92ms | GET /api/v1/terminal/auto/instances - 500 - 3.92ms
2026-02-10 21:36:23 | INFO | 6ec72ddd-00be-4fa6-b5a9-f8f49572723f | 2 | POST /api/v1/terminal/auto/deploy | 201 | 139.93ms | POST /api/v1/terminal/auto/deploy - 201 - 139.93ms
2026-02-10 21:36:34 | INFO | f5d01568-e37b-4c49-ab7e-17f99d7eb275 | 2 | POST /api/v1/terminal/auto/instances/4/control | 200 | 7.93ms | POST /api/v1/terminal/auto/instances/4/control - 200 - 7.93ms
2026-02-10 21:36:38 | INFO | 49c28f96-4280-4ba8-86f2-8edbd083fe9d | 2 | POST /api/v1/terminal/auto/instances/4/control | 200 | 56.9ms | POST /api/v1/terminal/auto/instances/4/control - 200 - 56.9ms
2026-02-10 21:37:37 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 21:37:37 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 21:37:37 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:15:40 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:15:43 | INFO | c9bd4617-7865-4e38-92f7-a7362630b9d0 | anonymous | GET /api/v1/terminal/auto/instances | 401 | 4.78ms | GET /api/v1/terminal/auto/instances - 401 - 4.78ms
2026-02-10 23:15:43 | INFO | cc8ecbf4-f9ca-454b-a4a6-5523804516a8 | anonymous | GET /api/v1/terminal/auto/instances | 401 | 0.95ms | GET /api/v1/terminal/auto/instances - 401 - 0.95ms
2026-02-10 23:15:43 | INFO | 5f8dc456-ea8b-4a62-9867-db9f60011e7e | anonymous | GET /api/v1/terminal/auto/instances | 401 | 0.81ms | GET /api/v1/terminal/auto/instances - 401 - 0.81ms
2026-02-10 23:15:43 | INFO | bfb3ff82-d770-4ef0-94d7-1ba39fcf2bad | anonymous | GET /api/v1/terminal/auto/instances | 401 | 0.97ms | GET /api/v1/terminal/auto/instances - 401 - 0.97ms
2026-02-10 23:15:47 | INFO | 8e3ac957-fb6c-4c3a-ac49-ccad36120c30 | anonymous | POST /api/v1/terminal/auto/logout | 401 | 1.33ms | POST /api/v1/terminal/auto/logout - 401 - 1.33ms
2026-02-10 23:15:57 | INFO | 3b9408e7-1061-41e9-a04f-677566e17d91 | anonymous | OPTIONS /api/v1/auth/login | 200 | 0.15ms | OPTIONS /api/v1/auth/login - 200 - 0.15ms
2026-02-10 23:15:57 | INFO | 86bd0bdf-b066-4ba6-8cbd-0bc2e1599e9b | anonymous | POST /api/v1/auth/login | 200 | 202.89ms | POST /api/v1/auth/login - 200 - 202.89ms
2026-02-10 23:15:57 | ERROR | unknown | 2 | - /api/v1/terminal/auto/instances | - | -ms | Database error: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum instancestatus: "DEAD"
[SQL: SELECT trading_instances.id, trading_instances.user_id, trading_instances.script, trading_instances.markets, trading_instances.config, trading_instances.status, trading_instances.position, trading_instances.pnl, trading_instances.celery_task_id, trading_instances.start_time, trading_instances.orderbook_data, trading_instances.current_increment, trading_instances.created_at, trading_instances.updated_at 
FROM trading_instances 
WHERE trading_instances.user_id = $1::INTEGER AND trading_instances.status != $2::instancestatus ORDER BY trading_instances.created_at DESC]
[parameters: (2, 'DEAD')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-10 23:15:57 | INFO | 44765afe-7e6d-494b-b72f-ca16da8d2f74 | 2 | GET /api/v1/terminal/auto/instances | 500 | 26.21ms | GET /api/v1/terminal/auto/instances - 500 - 26.21ms
2026-02-10 23:15:58 | ERROR | unknown | 2 | - /api/v1/terminal/auto/instances | - | -ms | Database error: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum instancestatus: "DEAD"
[SQL: SELECT trading_instances.id, trading_instances.user_id, trading_instances.script, trading_instances.markets, trading_instances.config, trading_instances.status, trading_instances.position, trading_instances.pnl, trading_instances.celery_task_id, trading_instances.start_time, trading_instances.orderbook_data, trading_instances.current_increment, trading_instances.created_at, trading_instances.updated_at 
FROM trading_instances 
WHERE trading_instances.user_id = $1::INTEGER AND trading_instances.status != $2::instancestatus ORDER BY trading_instances.created_at DESC]
[parameters: (2, 'DEAD')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-10 23:15:58 | INFO | c525aacc-5fe7-4476-9280-20208cc26306 | 2 | GET /api/v1/terminal/auto/instances | 500 | 3.46ms | GET /api/v1/terminal/auto/instances - 500 - 3.46ms
2026-02-10 23:17:03 | INFO | 823e2ed6-1baa-49cc-8756-eba14a278493 | 2 | POST /api/v1/terminal/auto/deploy | 201 | 78.49ms | POST /api/v1/terminal/auto/deploy - 201 - 78.49ms
2026-02-10 23:17:26 | INFO | 77fd88a8-6112-44f9-bf26-f31eb0d37fa3 | 2 | POST /api/v1/terminal/auto/instances/5/control | 200 | 57.15ms | POST /api/v1/terminal/auto/instances/5/control - 200 - 57.15ms
2026-02-10 23:21:19 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:21:19 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:21:19 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:21:19 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:21:19 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:21:19 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:21:50 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:21:50 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:21:50 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:21:50 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:21:50 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:21:50 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:21:50 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:21:50 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:21:51 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:21:51 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:21:51 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:21:51 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:21:51 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:21:51 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:21:51 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:21:51 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:21:52 | INFO | ff532cdd-1853-430d-9efe-51b55ab45d54 | 2 | POST /api/v1/terminal/auto/logout | 200 | 47.94ms | POST /api/v1/terminal/auto/logout - 200 - 47.94ms
2026-02-10 23:22:04 | INFO | 0cbe0e60-a129-4112-be9c-1c6c2a989ede | anonymous | POST /api/v1/auth/login | 200 | 174.04ms | POST /api/v1/auth/login - 200 - 174.04ms
2026-02-10 23:22:04 | ERROR | unknown | 2 | - /api/v1/terminal/auto/instances | - | -ms | Database error: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum instancestatus: "DEAD"
[SQL: SELECT trading_instances.id, trading_instances.user_id, trading_instances.script, trading_instances.markets, trading_instances.config, trading_instances.status, trading_instances.position, trading_instances.pnl, trading_instances.celery_task_id, trading_instances.start_time, trading_instances.orderbook_data, trading_instances.current_increment, trading_instances.created_at, trading_instances.updated_at 
FROM trading_instances 
WHERE trading_instances.user_id = $1::INTEGER AND trading_instances.status != $2::instancestatus ORDER BY trading_instances.created_at DESC]
[parameters: (2, 'DEAD')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-10 23:22:04 | INFO | 9d1d8544-e447-4e4c-9584-5ddde06c19f1 | 2 | GET /api/v1/terminal/auto/instances | 500 | 25.77ms | GET /api/v1/terminal/auto/instances - 500 - 25.77ms
2026-02-10 23:22:04 | ERROR | unknown | 2 | - /api/v1/terminal/auto/instances | - | -ms | Database error: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum instancestatus: "DEAD"
[SQL: SELECT trading_instances.id, trading_instances.user_id, trading_instances.script, trading_instances.markets, trading_instances.config, trading_instances.status, trading_instances.position, trading_instances.pnl, trading_instances.celery_task_id, trading_instances.start_time, trading_instances.orderbook_data, trading_instances.current_increment, trading_instances.created_at, trading_instances.updated_at 
FROM trading_instances 
WHERE trading_instances.user_id = $1::INTEGER AND trading_instances.status != $2::instancestatus ORDER BY trading_instances.created_at DESC]
[parameters: (2, 'DEAD')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-10 23:22:04 | INFO | 5d2288a1-b446-467f-92cc-6252a081db93 | 2 | GET /api/v1/terminal/auto/instances | 500 | 3.78ms | GET /api/v1/terminal/auto/instances - 500 - 3.78ms
2026-02-10 23:22:31 | INFO | 2f0ead2b-9fd9-4973-a3d0-7b6d26530b93 | 2 | POST /api/v1/terminal/auto/deploy | 201 | 221.95ms | POST /api/v1/terminal/auto/deploy - 201 - 221.95ms
2026-02-10 23:22:50 | INFO | 6a5add3a-6f57-4604-a3cc-0e5567109bac | 2 | POST /api/v1/terminal/auto/instances/6/control | 200 | 54.74ms | POST /api/v1/terminal/auto/instances/6/control - 200 - 54.74ms
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:38:44 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:49:46 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:49:46 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:49:46 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:49:46 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:49:46 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:49:46 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:49:46 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:49:46 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:49:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:49:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:49:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:49:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:49:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:49:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:49:47 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:49:47 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:49:56 | INFO | 3685f945-d043-4290-9ead-3fb572352401 | anonymous | OPTIONS /api/v1/auth/login | 200 | 0.16ms | OPTIONS /api/v1/auth/login - 200 - 0.16ms
2026-02-10 23:49:56 | INFO | 361e79b9-9409-4a4e-9187-7bf307de1a67 | anonymous | POST /api/v1/auth/login | 200 | 216.5ms | POST /api/v1/auth/login - 200 - 216.5ms
2026-02-10 23:49:56 | ERROR | unknown | 2 | - /api/v1/terminal/auto/instances | - | -ms | Database error: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum instancestatus: "DEAD"
[SQL: SELECT trading_instances.id, trading_instances.user_id, trading_instances.script, trading_instances.markets, trading_instances.config, trading_instances.status, trading_instances.position, trading_instances.pnl, trading_instances.celery_task_id, trading_instances.start_time, trading_instances.orderbook_data, trading_instances.current_increment, trading_instances.created_at, trading_instances.updated_at 
FROM trading_instances 
WHERE trading_instances.user_id = $1::INTEGER AND trading_instances.status != $2::instancestatus ORDER BY trading_instances.created_at DESC]
[parameters: (2, 'DEAD')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-10 23:49:56 | INFO | 736712e4-596e-42ac-83cc-eb784c616211 | 2 | GET /api/v1/terminal/auto/instances | 500 | 89.8ms | GET /api/v1/terminal/auto/instances - 500 - 89.8ms
2026-02-10 23:49:57 | ERROR | unknown | 2 | - /api/v1/terminal/auto/instances | - | -ms | Database error: (sqlalchemy.dialects.postgresql.asyncpg.Error) <class 'asyncpg.exceptions.InvalidTextRepresentationError'>: invalid input value for enum instancestatus: "DEAD"
[SQL: SELECT trading_instances.id, trading_instances.user_id, trading_instances.script, trading_instances.markets, trading_instances.config, trading_instances.status, trading_instances.position, trading_instances.pnl, trading_instances.celery_task_id, trading_instances.start_time, trading_instances.orderbook_data, trading_instances.current_increment, trading_instances.created_at, trading_instances.updated_at 
FROM trading_instances 
WHERE trading_instances.user_id = $1::INTEGER AND trading_instances.status != $2::instancestatus ORDER BY trading_instances.created_at DESC]
[parameters: (2, 'DEAD')]
(Background on this error at: https://sqlalche.me/e/20/dbapi)
2026-02-10 23:49:57 | INFO | 79f36420-080f-4392-80a5-be03e989c342 | 2 | GET /api/v1/terminal/auto/instances | 500 | 6.33ms | GET /api/v1/terminal/auto/instances - 500 - 6.33ms
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:51:47 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-10 23:53:04 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-10 23:53:12 | INFO | 06dead42-620f-46a1-b4af-20106f9bbbb2 | 2 | POST /api/v1/terminal/auto/logout | 200 | 23.52ms | POST /api/v1/terminal/auto/logout - 200 - 23.52ms
2026-02-10 23:53:20 | INFO | 5de18c89-7d93-40ac-bd01-5d16b5d5256a | anonymous | POST /api/v1/auth/login | 200 | 203.73ms | POST /api/v1/auth/login - 200 - 203.73ms
2026-02-10 23:53:21 | INFO | fa2befe4-e63f-473d-8807-961a88fcda59 | 2 | GET /api/v1/terminal/auto/instances | 200 | 24.1ms | GET /api/v1/terminal/auto/instances - 200 - 24.1ms
2026-02-10 23:53:21 | INFO | 7018067d-4f7e-412b-835b-91bc74355a0e | 2 | GET /api/v1/terminal/auto/instances | 200 | 3.98ms | GET /api/v1/terminal/auto/instances - 200 - 3.98ms
2026-02-10 23:54:21 | ERROR | unknown | 2 | POST /api/v1/terminal/auto/instances/6/control | - | -ms | Unhandled exception: AttributeError: 'TerminalService' object has no attribute 'pause_instance'
2026-02-10 23:54:21 | ERROR | unknown | 2 | POST /api/v1/terminal/auto/instances/6/control | - | -ms | Unhandled exception: AttributeError: 'TerminalService' object has no attribute 'pause_instance'
2026-02-10 23:55:21 | INFO | 0ddbce97-6414-477a-a553-a87b637ade93 | 2 | POST /api/v1/terminal/auto/deploy | 201 | 140.31ms | POST /api/v1/terminal/auto/deploy - 201 - 140.31ms
2026-02-10 23:57:59 | INFO | 2b4ab676-149a-4c30-9ce7-dd3c4c7266dd | 2 | POST /api/v1/terminal/auto/instances/7/control | 200 | 63.97ms | POST /api/v1/terminal/auto/instances/7/control - 200 - 63.97ms
2026-02-10 23:58:16 | WARNING | unknown | 2 | - - | - | -ms | Validation error on /api/v1/terminal/auto/instances/7/control
2026-02-10 23:58:16 | INFO | 9886306f-4168-497d-b558-7cb02ef9456c | 2 | POST /api/v1/terminal/auto/instances/7/control | 422 | 53.17ms | POST /api/v1/terminal/auto/instances/7/control - 422 - 53.17ms
2026-02-10 23:59:26 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:59:26 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:59:26 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-10 23:59:27 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-10 23:59:27 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-10 23:59:27 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-11 00:05:53 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | 🛑 Shutting down application...
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | ✅ Redis closed
2026-02-11 00:06:03 | INFO | - | - | - - | - | -ms | ✅ Database closed
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | 🚀 Starting application...
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | ✅ Database initialized
2026-02-11 00:06:13 | INFO | - | - | - - | - | -ms | ✅ Redis initialized
2026-02-11 00:09:06 | INFO | - | - | - - | - | -ms | Logging initialized - Environment: development
